SchoolName,Address,ZipCode,LATITUDE,LONGITUDE,COUNTA of Level,Matched Score,Matched School,PSS_SCHOOL_ID,PSS_INST,LoGrade,HiGrade,PSS_ADDRESS,PSS_CITY,PSS_COUNTY_NO,PSS_COUNTY_FIPS,PSS_STABB,PSS_STATE_CODE,PSS_ZIP5,PSS_PHONE,DAYS PER SCHOOL YEAR,DAY HOURS,PSS_LIBRARY,PSS_ENROLL_UG,PSS_ENROLL_PK,PSS_ENROLL_K,PSS_ENROLL_T,PSS_RACE_ AMERICAN_INDIAN,PSS_RACE_ASIAN/PACIFIC,PSS_RACE_HISPANIC,PSS_RACE_BLACK,PSS_RACE_WHITE,PSS_RACE_PACIFIC,PSS_RACE_MULTICULTURAL,PSS_FULLTIME_TEACH,PSS_COEDUCATION,PSS_LEVEL,PSS_RELIG,PSS_INDIAN_PCT,PSS_ASIAN_PCT,PSS_HISP_PCT,PSS_BLACK_PCT,PSS_WHITE_PCT,PSS_PACISL_PCT,PSS_TWOMORE_PCT,PSS_STUDENT_TEACHER_RATIO,PSS_ORIENT,PSS_COUNTY_NAME,Matched Address,Matched School Name
MOSDOS CHASIDEI SQUARE,1373 43 ST,11219.0,40.63750116,-73.98715506,5,86,,BB041128,MOSDOS CHASIDEI SQUARE,2,17,105 HEYWARD ST,BROOKLYN,36047,47,NY,36,11206,7188520502,180.0,5.5,Yes,,26.0,15.0,323.0,0.0,0.0,0.0,0.0,297.0,0.0,0.0,23.8,3,3,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,12.47,18,KINGS,,MOSDOS CHASIDEI SQUARE
TALMUD TORAH SIACH YITZCHOK,1045 BEACH    9 ST,11691.0,40.60431778,-73.74572113,5,86,,BB121620,TALMUD TORAH OF BOBOV 45,3,7,5815 20TH AVE,BROOKLYN,36047,47,NY,36,11204,7184362122,260.0,6.0,No,,,105.0,302.0,0.0,0.0,0.0,0.0,302.0,0.0,0.0,17.0,3,1,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,17.76,18,KINGS,,TALMUD TORAH OF BOBOV 45
UNITED TALMUDICAL ACADEMY,241 KEAP ST,11211.0,40.70623386,-73.95662104,5,86,,A1902964,UNITED TALMUDIAL ACADEMY OF BORO PARK,6,11,1275 36TH ST,BROOKLYN,36047,47,NY,36,11218,7184387109,230.0,8.91,No,,,,996.0,0.0,0.0,0.0,0.0,996.0,0.0,0.0,74.4,3,1,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,13.38,18,KINGS,,UNITED TALMUDIAL ACADEMY OF BORO PARK
UNITED TALMUDICAL ACADEMY TORAH V YIRAH,656 WILLOUGHBY AVE,11206.0,40.69455718,-73.94310916,5,86,,A2102779,UNITED TALMUDICAL ACADEMY-TORAH V'YIRAH,3,8,5411 FORT HAMILTON PKWY,BROOKLYN,36047,47,NY,36,11219,7184387822,230.0,7.66,No,,,398.0,857.0,0.0,0.0,0.0,0.0,857.0,0.0,0.0,84.4,3,1,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,10.15,18,KINGS,,UNITED TALMUDICAL ACADEMY-TORAH V'YIRAH
UNITED TALMUDICAL ACADEMY TORAH V YIRAH,656 WILLOUGHBY AVE,11206.0,40.69455718,-73.94310916,5,86,,A1502626,UNITED TALMUDICAL ACADEMY-TORAH V'YIRAH,12,13,1346 53RD ST,BROOKLYN,36047,47,NY,36,11219,7189387822,210.0,10.0,No,,,,311.0,0.0,0.0,0.0,0.0,311.0,0.0,0.0,27.5,3,2,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,11.3,18,KINGS,,UNITED TALMUDICAL ACADEMY-TORAH V'YIRAH
YESHIVA SHAAREI YOSHER,4102 16 AVE,11204.0,40.63544171,-73.98092955,5,86,,A0902373,SHAARE TORAH GIRLS HIGH SCHOOL/YESHIVA SHAAREI TOR,14,17,1768 OCEAN AVE,BROOKLYN,36047,47,NY,36,11230,7188540961,170.0,8.66,Yes,,,,156.0,0.0,0.0,0.0,0.0,156.0,0.0,0.0,20.9,2,2,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,7.46,18,KINGS,,SHAARE TORAH GIRLS HIGH SCHOOL/YESHIVA SHAAREI TOR
YESHIVA TIFERES YISROEL,1271 E   35 ST,11210.0,40.62322497,-73.94135464,5,86,,A1903164,TALMUD TORAH TIFERES YISROEL INC,3,7,309 HEWES ST,BROOKLYN,36047,47,NY,36,11211,7184509701,,7.0,No,,,50.0,101.0,0.0,0.0,0.0,0.0,101.0,0.0,0.0,6.8,3,1,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,14.85,18,KINGS,,TALMUD TORAH TIFERES YISROEL INC
CENTRAL YESHIVA TOMCHEI TMIMIM,885 EASTERN PARKWAY,11213.0,40.66921239,-73.93868976,5,80,,A1992196,YESHIVAS TOMCHEI TMIMIM,2,13,570 CROWN ST,BROOKLYN,36047,47,NY,36,11213,7187744131,180.0,10.0,Yes,,145.0,83.0,639.0,0.0,0.0,0.0,0.0,494.0,0.0,0.0,53.3,3,1,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,9.26,18,KINGS,,YESHIVAS TOMCHEI TMIMIM
WILLIAM SPYROPOULOS SCHOOL,19610 NORTHERN BLVD,11358.0,40.75790336,-73.78519573,5,72,,00936446,WILLIAM SPYROPOULOS GREEK-AMERICAN DAY SCHOOL,3,13,4315 196TH ST,FLUSHING,36081,81,NY,36,11358,7183575583,181.0,6.33,No,,,53.0,425.0,0.0,0.0,0.0,0.0,425.0,0.0,0.0,33.3,1,1,3,0.0,0.0,0.0,0.0,100.0,0.0,0.0,12.76,30,QUEENS,,WILLIAM SPYROPOULOS GREEK-AMERICAN DAY SCHOOL
OUR LADY OF LOURDES SCHOOL,468 W  143 ST,10031.0,40.82369491,-73.9480026,4,89,,00920006,OUR LADY OF LOURDES SCHOOL,2,10,468 W 143RD ST,NEW YORK,36061,61,NY,36,10031,2129265820,180.0,7.0,Yes,,32.0,24.0,172.0,,,,,,,,11.8,1,1,1,,,,,,,,11.86,1,NEW YORK,,OUR LADY OF LOURDES SCHOOL
ST. CHARLES BORROMEO SCHOOL,214 W  142 ST,10030.0,40.82003291,-73.94125279,4,89,,00922954,ST CHARLES BORROMEO SCHOOL,2,13,214 W 142ND ST,NEW YORK,36061,61,NY,36,10030,2123686666,178.0,8.0,No,,84.0,34.0,321.0,1.0,0.0,47.0,187.0,1.0,0.0,1.0,23.0,1,1,1,0.42,0.0,19.83,78.9,0.42,0.0,0.42,10.3,1,NEW YORK,,ST CHARLES BORROMEO SCHOOL
CONGREGATION MACHNA SHALVA - YESHIVA VYELIPOL,860 E   27 ST,11210.0,40.62936105,-73.95028735,4,87,,BB963538,YESHIVA VYELIPOL,14,17,860 E 27TH ST,BROOKLYN,36047,47,NY,36,11210,7189511800,180.0,9.0,Yes,,,,92.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,14.9,3,2,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,6.17,18,KINGS,,YESHIVA VYELIPOL
LYCEE FRANCAIS DE NEW YORK SCHOOL,505 E   75 ST,10021.0,40.76863144,-73.95190144,4,87,,00940612,LYCEE FRANCAIS DE NEW YORK,2,17,505 E 75TH ST,NEW YORK,36061,61,NY,36,10021,2123691400,171.0,6.66,Yes,,51.0,83.0,1142.0,0.0,23.0,37.0,53.0,830.0,3.0,145.0,125.3,1,3,3,0.0,2.1,3.39,4.85,76.07,0.27,13.29,8.7,30,NEW YORK,,LYCEE FRANCAIS DE NEW YORK
THE BIRCH WATHEN LENOX SCHOOL FS (BWL),210 E   77 ST,10075.0,40.77274265,-73.95776538,4,87,,A1502611,THE BIRCH WATHEN LENOX SCHOOL,3,17,210 E 77TH ST,NEW YORK,36061,61,NY,36,10075,2128610404,180.0,6.0,Yes,,,13.0,404.0,0.0,0.0,404.0,0.0,0.0,0.0,0.0,150.0,1,3,3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.69,30,NEW YORK,,THE BIRCH WATHEN LENOX SCHOOL
BAIS YAAKOV ACADEMY,1213 ELM AVE,11230.0,40.61698122,-73.96245681,4,86,,AA890662,MASORES BAIS YAAKOV,2,17,1395 OCEAN AVE,BROOKLYN,36047,47,NY,36,11230,7186922424,165.0,8.25,Yes,,72.0,44.0,787.0,0.0,0.0,0.0,0.0,715.0,0.0,0.0,53.4,2,3,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,13.38,18,KINGS,,MASORES BAIS YAAKOV
BAIS YAAKOV FAIGEN SCHONBERG,1169 43 ST,11219.0,40.64027381,-73.99174142,4,86,,AA890662,MASORES BAIS YAAKOV,2,17,1395 OCEAN AVE,BROOKLYN,36047,47,NY,36,11230,7186922424,165.0,8.25,Yes,,72.0,44.0,787.0,0.0,0.0,0.0,0.0,715.0,0.0,0.0,53.4,2,3,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,13.38,18,KINGS,,MASORES BAIS YAAKOV
CRISTO REY NEW YORK HIGH SCHOOL,120 E  106 ST,10029.0,40.79250587,-73.94693277,4,86,,A0701603,CRISTO REY NEW YORK HIGH SCHOOL,14,17,112 E 106TH ST FRNT,NEW YORK,36061,61,NY,36,10029,2129967000,180.0,7.25,Yes,,,,386.0,0.0,7.0,304.0,62.0,0.0,0.0,13.0,23.0,1,2,1,0.0,1.81,78.75,16.06,0.0,0.0,3.36,16.78,1,NEW YORK,,CRISTO REY NEW YORK HIGH SCHOOL
LYCEUM KENNEDY FRENCH AMERICAN SCHOOL,225 E   43 ST,10017.0,40.75113782,-73.97323028,4,86,,A2192998,LYCEUM KENNEDY FRENCH AMERICAN SCHOOL,2,17,225 EAST 43RD ST.,NEW YORK,36061,61,NY,36,10017,2126811877,170.0,6.0,Yes,,9.0,20.0,162.0,0.0,9.0,0.0,75.0,69.0,0.0,0.0,21.8,1,3,3,0.0,5.88,0.0,49.01,45.09,0.0,0.0,7.01,30,NEW YORK,,LYCEUM KENNEDY FRENCH AMERICAN SCHOOL
RUDOLF STEINER SCHOOL,15 E   79 ST,10075.0,40.77669416,-73.96299106,4,86,,A1903117,RUDOLF STEINER SCHOOL,2,17,15 E 79TH ST,NEW YORK,36061,61,NY,36,10075,3473345795,170.0,7.0,Yes,,12.0,21.0,256.0,0.0,38.0,34.0,19.0,148.0,0.0,5.0,35.1,1,3,3,0.0,15.57,13.93,7.78,60.65,0.0,2.04,6.95,30,NEW YORK,,RUDOLF STEINER SCHOOL
SACRED HEART OF JESUS SCHOOL,456 W   52 ST,10019.0,40.76538028,-73.98960316,4,86,,00921542,SACRED HEART SCHOOL,2,13,1248 NELSON AVE,BRONX,36005,5,NY,36,10452,7182934288,180.0,8.25,No,,28.0,50.0,435.0,0.0,2.0,331.0,71.0,3.0,0.0,0.0,22.0,1,1,1,0.0,0.49,81.32,17.44,0.73,0.0,0.0,18.5,1,BRONX,,SACRED HEART SCHOOL
SACRED HEART OF JESUS SCHOOL,456 W   52 ST,10019.0,40.76538028,-73.98960316,4,86,,A9105003,SACRED HEART SCHOOL,2,13,21601 38TH AVE,BAYSIDE,36081,81,NY,36,11361,7186314804,180.0,6.0,Yes,,33.0,18.0,209.0,0.0,20.0,52.0,22.0,67.0,5.0,10.0,19.4,1,1,1,0.0,11.36,29.54,12.5,38.06,2.84,5.68,9.07,1,QUEENS,,SACRED HEART SCHOOL
SAINT DEMETRIOS SCHOOL ANNEX,2230 33RD ST,11105.0,40.7747493,-73.91037598,4,86,,00941434,ST DEMETRIOS SCHOOL,3,17,30-03 30TH DR,ASTORIA,36081,81,NY,36,11102,7187281754,180.0,7.0,Yes,,,46.0,476.0,,1.0,10.0,3.0,,,,62.0,1,3,3,,0.21,2.1,0.63,,,,7.67,30,QUEENS,,ST DEMETRIOS SCHOOL
TALMUD TORAH OHR MOSHE,1774 58 ST,11204.0,40.6235988,-73.98681553,4,86,,BB121620,TALMUD TORAH OF BOBOV 45,3,7,5815 20TH AVE,BROOKLYN,36047,47,NY,36,11204,7184362122,260.0,6.0,No,,,105.0,302.0,0.0,0.0,0.0,0.0,302.0,0.0,0.0,17.0,3,1,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,17.76,18,KINGS,,TALMUD TORAH OF BOBOV 45
TALMUD TORAH TASHBAR,128 FRANKLIN AVE,11205.0,40.69515105,-73.95816452,4,86,,BB121620,TALMUD TORAH OF BOBOV 45,3,7,5815 20TH AVE,BROOKLYN,36047,47,NY,36,11204,7184362122,260.0,6.0,No,,,105.0,302.0,0.0,0.0,0.0,0.0,302.0,0.0,0.0,17.0,3,1,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,17.76,18,KINGS,,TALMUD TORAH OF BOBOV 45
UNITED TALMUDICAL ACADEMY,110 THROOP AVE,11206.0,40.70138178,-73.94536101,4,86,,A1902964,UNITED TALMUDIAL ACADEMY OF BORO PARK,6,11,1275 36TH ST,BROOKLYN,36047,47,NY,36,11218,7184387109,230.0,8.91,No,,,,996.0,0.0,0.0,0.0,0.0,996.0,0.0,0.0,74.4,3,1,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,13.38,18,KINGS,,UNITED TALMUDIAL ACADEMY OF BORO PARK
UNITED TALMUDICAL ACADEMY TORAH V'YIRAH INC,177 HARRISON AVE,11206.0,40.70133655,-73.94845545,4,86,,A2102779,UNITED TALMUDICAL ACADEMY-TORAH V'YIRAH,3,8,5411 FORT HAMILTON PKWY,BROOKLYN,36047,47,NY,36,11219,7184387822,230.0,7.66,No,,,398.0,857.0,0.0,0.0,0.0,0.0,857.0,0.0,0.0,84.4,3,1,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,10.15,18,KINGS,,UNITED TALMUDICAL ACADEMY-TORAH V'YIRAH
UNITED TALMUDICAL ACADEMY TORAH V'YIRAH INC,177 HARRISON AVE,11206.0,40.70133655,-73.94845545,4,86,,A1502626,UNITED TALMUDICAL ACADEMY-TORAH V'YIRAH,12,13,1346 53RD ST,BROOKLYN,36047,47,NY,36,11219,7189387822,210.0,10.0,No,,,,311.0,0.0,0.0,0.0,0.0,311.0,0.0,0.0,27.5,3,2,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,11.3,18,KINGS,,UNITED TALMUDICAL ACADEMY-TORAH V'YIRAH
YESHIVA DERECH CHAIM,1573 39 ST,11218.0,40.637083,-73.98041384,4,86,,BB161921,YESHIVA DERECH HATORAH HIGH,2,17,2810 NOSTRAND AVE,BROOKLYN,36047,47,NY,36,11229,7182584441,170.0,9.5,Yes,,66.0,17.0,268.0,0.0,0.0,0.0,4.0,198.0,0.0,0.0,25.5,3,3,2,0.0,0.0,0.0,1.98,98.01,0.0,0.0,7.92,18,KINGS,,YESHIVA DERECH HATORAH HIGH
YESHIVA TORAH VODAATH HIGH SCHOOL,425 E    9 ST,11218.0,40.63812093,-73.96965828,4,86,,A0902373,SHAARE TORAH GIRLS HIGH SCHOOL/YESHIVA SHAAREI TOR,14,17,1768 OCEAN AVE,BROOKLYN,36047,47,NY,36,11230,7188540961,170.0,8.66,Yes,,,,156.0,0.0,0.0,0.0,0.0,156.0,0.0,0.0,20.9,2,2,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,7.46,18,KINGS,,SHAARE TORAH GIRLS HIGH SCHOOL/YESHIVA SHAAREI TOR
YESHIVA OF CENTRAL QUEENS,14737 70 ROAD,11367.0,40.72969676,-73.81946275,4,85,,00936672,YESHIVA OF CENTRAL QUEENS,2,13,14737 70TH RD,FLUSHING,36081,81,NY,36,11367,7187938500,171.0,8.5,Yes,,29.0,103.0,933.0,0.0,0.0,0.0,1.0,903.0,0.0,0.0,137.4,1,1,2,0.0,0.0,0.0,0.11,99.88,0.0,0.0,6.57,18,QUEENS,,YESHIVA OF CENTRAL QUEENS
ST. MARGARET OF CORTONA SCHOOL,452 W  260 ST,10471.0,40.90829937,-73.90290168,3,89,,A1903126,ST MARGARET OF CORTONA SCHOOL,2,13,452 W 260TH ST,BRONX,36005,5,NY,36,10471,7185498580,180.0,7.75,Yes,,66.0,14.0,266.0,0.0,7.0,43.0,29.0,87.0,0.0,34.0,9.0,1,1,1,0.0,3.5,21.5,14.5,43.5,0.0,17.0,22.22,1,BRONX,,ST MARGARET OF CORTONA SCHOOL
RABBI ARTHUR SCHNEIER PARK EAST DAY SCHOOL,164 E   68 ST,10065.0,40.76740592,-73.96303234,3,87,,00941092,RABBI ARTHUR SCHNEIER PARK EAST DAY SCHOOL,2,13,164 E 68TH ST,NEW YORK,36061,61,NY,36,10065,2127377330,170.0,7.75,No,,66.0,12.0,191.0,0.0,0.0,0.0,0.0,123.0,0.0,2.0,19.4,1,1,2,0.0,0.0,0.0,0.0,98.4,0.0,1.6,6.44,18,NEW YORK,,RABBI ARTHUR SCHNEIER PARK EAST DAY SCHOOL
ST. THOMAS CHOIR SCHOOL,202 W   58 ST,10019.0,40.76634515,-73.97993165,3,87,,A9105048,ST THOMAS CHOIR SCHOOL,8,13,202 W 58TH ST,NEW YORK,36061,61,NY,36,10019,2122473311,180.0,7.0,No,,,,25.0,,,,,,,,11.0,3,1,2,,,,,,,,2.27,14,NEW YORK,,ST THOMAS CHOIR SCHOOL
ST. VINCENT FERRER HIGH SCHOOL,151 E   65 ST,10065.0,40.76577613,-73.96494656,3,87,,00919588,ST VINCENT FERRER HIGH SCHOOL,14,17,151 E 65TH ST,NEW YORK,36061,61,NY,36,10065,2125354680,180.0,6.66,No,,,,373.0,0.0,35.0,96.0,32.0,203.0,0.0,7.0,25.9,2,2,1,0.0,9.38,25.73,8.57,54.42,0.0,1.87,14.4,1,NEW YORK,,ST VINCENT FERRER HIGH SCHOOL
CARDINAL MCCLOSKEY COMMUNITY CHARTER SCHOOL,685 E 182ND ST BSMT,10457.0,40.85096475,-73.8877679,3,86,,00922273,CARDINAL HAYES HIGH SCHOOL,14,17,650 GRAND CONCOURSE,BRONX,36005,5,NY,36,10451,7182926100,180.0,6.5,Yes,,,,748.0,3.0,7.0,398.0,324.0,8.0,0.0,8.0,44.0,3,2,1,0.4,0.93,53.2,43.31,1.06,0.0,1.06,17.0,1,BRONX,,CARDINAL HAYES HIGH SCHOOL
CONGREGATION BNOS CHAYA,4502 14 AVE,11219.0,40.63584337,-73.98768862,3,86,,A1502475,CONGREGATION BNOS CHAYA,2,12,4511 14TH AVE,BROOKLYN,36047,47,NY,36,11219,7188511212,180.0,7.0,No,,120.0,34.0,323.0,0.0,0.0,0.0,0.0,203.0,0.0,0.0,9.8,2,1,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,20.71,18,KINGS,,CONGREGATION BNOS CHAYA
MESIVTA TIFERETH JERUSALEM,141147 E BROADWAY,,0.0,0.0,3,86,,A1903082,MESIVTA TIFERETH JERUSALEM,3,17,145 E BROADWAY,NEW YORK,36061,61,NY,36,10002,2129642830,210.0,8.0,Yes,,,16.0,260.0,0.0,0.0,0.0,0.0,260.0,0.0,0.0,24.4,3,3,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,10.65,18,NEW YORK,,MESIVTA TIFERETH JERUSALEM
NESIVOS BAIS YAAKOV,1228 36 ST,11218.0,40.64315529,-73.98606935,3,86,,A0509133,NESIVOS BAIS YAAKOV,14,17,622 FOSTER AVE,BROOKLYN,36047,47,NY,36,11219,7189720804,180.0,10.98,Yes,,,,91.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,10.0,3,2,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,9.1,18,KINGS,,NESIVOS BAIS YAAKOV
NESIVOS BAIS YAAKOV,1228 36 ST,11218.0,40.64315529,-73.98606935,3,86,,A2102691,NESIVOS BAIS YAAKOV,6,13,622 FOSTER AVE,BROOKLYN,36047,47,NY,36,11230,7189720804,176.0,8.5,Yes,,,,227.0,,,,,161.0,,,5.4,2,1,2,,,,,70.92,,,42.03,18,KINGS,,NESIVOS BAIS YAAKOV
RAMAZ UPPER SCHOOL,60 E   78 ST,10075.0,40.7753489,-73.96197724,3,86,,A0107837,RAMAZ UPPER SCHOOL,14,17,60 E 78TH ST,NEW YORK,36061,61,NY,36,10075,2127748070,,8.0,Yes,,,,267.0,3.0,3.0,3.0,3.0,250.0,3.0,2.0,66.5,1,2,2,1.12,1.12,1.12,1.12,93.63,1.12,0.74,4.01,18,NEW YORK,,RAMAZ UPPER SCHOOL
SACRED HEART SCHOOL (ENTER SCHOOL ON NELSON AVE),95 W  168 ST,10452.0,40.8383141,-73.92453635,3,86,,00921542,SACRED HEART SCHOOL,2,13,1248 NELSON AVE,BRONX,36005,5,NY,36,10452,7182934288,180.0,8.25,No,,28.0,50.0,435.0,0.0,2.0,331.0,71.0,3.0,0.0,0.0,22.0,1,1,1,0.0,0.49,81.32,17.44,0.73,0.0,0.0,18.5,1,BRONX,,SACRED HEART SCHOOL
SACRED HEART SCHOOL (ENTER SCHOOL ON NELSON AVE),95 W  168 ST,10452.0,40.8383141,-73.92453635,3,86,,A9105003,SACRED HEART SCHOOL,2,13,21601 38TH AVE,BAYSIDE,36081,81,NY,36,11361,7186314804,180.0,6.0,Yes,,33.0,18.0,209.0,0.0,20.0,52.0,22.0,67.0,5.0,10.0,19.4,1,1,1,0.0,11.36,29.54,12.5,38.06,2.84,5.68,9.07,1,QUEENS,,SACRED HEART SCHOOL
SHALSHELES BAIS YAKOV,4001 16 AVE,11218.0,40.63597959,-73.98034571,3,86,,AA890662,MASORES BAIS YAAKOV,2,17,1395 OCEAN AVE,BROOKLYN,36047,47,NY,36,11230,7186922424,165.0,8.25,Yes,,72.0,44.0,787.0,0.0,0.0,0.0,0.0,715.0,0.0,0.0,53.4,2,3,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,13.38,18,KINGS,,MASORES BAIS YAAKOV
ST. JOHN CHRYSOSTOM SCHOOL,1144 HOE AVE,10459.0,40.82732183,-73.89088654,3,86,,00926336,ST JOHN'S PREPARATORY SCHOOL,14,17,2121 CRESCENT ST,ASTORIA,36081,81,NY,36,11105,7187217200,180.0,6.5,Yes,,,,624.0,3.0,83.0,1.0,52.0,454.0,1.0,30.0,44.0,1,2,1,0.48,13.3,0.16,8.33,72.75,0.16,4.8,14.18,1,QUEENS,,ST JOHN'S PREPARATORY SCHOOL
TALMUD TORAH DCHASIDEI GUR,1364 42 ST,11219.0,40.63812692,-73.98671176,3,86,,BB121620,TALMUD TORAH OF BOBOV 45,3,7,5815 20TH AVE,BROOKLYN,36047,47,NY,36,11204,7184362122,260.0,6.0,No,,,105.0,302.0,0.0,0.0,0.0,0.0,302.0,0.0,0.0,17.0,3,1,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,17.76,18,KINGS,,TALMUD TORAH OF BOBOV 45
TALMUD TORAH DNITRA,53 WALTON ST,11206.0,40.70129089,-73.95072399,3,86,,BB121620,TALMUD TORAH OF BOBOV 45,3,7,5815 20TH AVE,BROOKLYN,36047,47,NY,36,11204,7184362122,260.0,6.0,No,,,105.0,302.0,0.0,0.0,0.0,0.0,302.0,0.0,0.0,17.0,3,1,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,17.76,18,KINGS,,TALMUD TORAH OF BOBOV 45
TOMER DVORA SCHOOL,4500 9 AVE,11220.0,40.64249738,-73.99869199,3,86,,A9105071,TOMER DEVORAH HIGH SCHOOL,14,17,5801 16TH AVE,BROOKLYN,36047,47,NY,36,11204,7186333193,170.0,7.66,Yes,,,,259.0,0.0,0.0,0.0,0.0,259.0,0.0,0.0,43.3,2,2,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,5.98,18,KINGS,,TOMER DEVORAH HIGH SCHOOL
UNITED TALMUDICAL ACADEMY/YESHAYE KLEIN,25 WAVERLY AVE,11205.0,40.69693847,-73.96857116,3,86,,A2102779,UNITED TALMUDICAL ACADEMY-TORAH V'YIRAH,3,8,5411 FORT HAMILTON PKWY,BROOKLYN,36047,47,NY,36,11219,7184387822,230.0,7.66,No,,,398.0,857.0,0.0,0.0,0.0,0.0,857.0,0.0,0.0,84.4,3,1,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,10.15,18,KINGS,,UNITED TALMUDICAL ACADEMY-TORAH V'YIRAH
UNITED TALMUDICAL ACADEMY/YESHAYE KLEIN,25 WAVERLY AVE,11205.0,40.69693847,-73.96857116,3,86,,A1502626,UNITED TALMUDICAL ACADEMY-TORAH V'YIRAH,12,13,1346 53RD ST,BROOKLYN,36047,47,NY,36,11219,7189387822,210.0,10.0,No,,,,311.0,0.0,0.0,0.0,0.0,311.0,0.0,0.0,27.5,3,2,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,11.3,18,KINGS,,UNITED TALMUDICAL ACADEMY-TORAH V'YIRAH
XAVIER HIGH SCHOOL,30 W   16 ST,10011.0,40.73779574,-73.99380058,3,86,,00919613,XAVIER HIGH SCHOOL,14,17,30 W 16TH ST,NEW YORK,36061,61,NY,36,10011,2129247900,170.0,6.5,Yes,,,,1010.0,2.0,59.0,161.0,78.0,583.0,0.0,127.0,71.1,3,2,1,0.19,5.84,15.94,7.72,57.72,0.0,12.57,14.2,1,NEW YORK,,XAVIER HIGH SCHOOL
YESHIVA & MESIVTA TORAS EMES KAMENITZ,1904 AVE N,11230.0,40.61604552,-73.95557049,3,86,,BB161605,YESHIVA & MESIFTA CHASAN SOFER,2,17,1876 50TH ST,BROOKLYN,36047,47,NY,36,11204,7182361171,180.0,9.0,Yes,,56.0,37.0,441.0,0.0,0.0,0.0,0.0,385.0,0.0,0.0,27.5,3,3,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,14.0,18,KINGS,,YESHIVA & MESIFTA CHASAN SOFER
YESHIVA GEDOLAH OHR YISROEL,8801 SEAVIEW AVE,11236.0,40.62948691,-73.89638462,3,86,,BB161974,YESHIVA GEDOLAH OHR YISROEL,14,16,1265 E 108TH ST,BROOKLYN,36047,47,NY,36,11236,7189634200,222.0,10.98,Yes,,,,96.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,11.5,3,2,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,8.34,18,KINGS,,YESHIVA GEDOLAH OHR YISROEL
YESHIVA GEDOLAH TIFERES SHMIEL ALEKSANDER,1536 62 ST,11219.0,40.62448873,-73.99444155,3,86,,A1702684,TALMUD TORAH TIFERES YECHIEL D'ALEKSANDER INC,2,11,3810 14TH AVE,BROOKLYN,36047,47,NY,36,11218,7184347300,,,,,61.0,29.0,258.0,0.0,0.0,0.0,0.0,197.0,0.0,0.0,7.0,3,1,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,28.14,18,KINGS,,TALMUD TORAH TIFERES YECHIEL D'ALEKSANDER INC
YESHIVAT BETH HILLEL OF KRASNA (enter on 44 St),4315 16 AVE,11204.0,40.63424243,-73.98215127,3,86,,A1502641,YESHIVA BETH HILLEL OF WILLIAMSBURG,2,13,35 HEWES ST,BROOKLYN,36047,47,NY,36,11249,7188029567,200.0,9.0,Yes,,27.0,28.0,205.0,0.0,0.0,0.0,0.0,178.0,0.0,0.0,13.6,3,1,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,13.08,18,KINGS,,YESHIVA BETH HILLEL OF WILLIAMSBURG
MIRRER YESHIVA HS,1795 OCEAN PARKWAY,11223.0,40.60498785,-73.96682116,3,85,,AA000953,MIRRER YESHIVA EDUCATIONAL INSTITUTE,2,17,1791 OCEAN PKWY,BROOKLYN,36047,47,NY,36,11223,7183754321,250.0,10.5,Yes,,18.0,40.0,460.0,0.0,0.0,0.0,0.0,442.0,0.0,0.0,39.9,3,3,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,11.07,18,KINGS,,MIRRER YESHIVA EDUCATIONAL INSTITUTE
