SchoolName,Address,ZipCode,LATITUDE,LONGITUDE,COUNTA of Level,Matched School,Matched Score,NCES School ID,State School ID,NCES District ID,State District ID,Low Grade,High Grade,School Name,District,County Name,Street Address,City,State,ZIP,ZIP 4-digit,Phone,Locale Code,Locale,Charter,Students,Teachers,Student Teacher Ratio,Free Lunch,Reduced Lunch,Directly Certified,Type,Status
"IT TAKES A VILLAGE ACADEMY, CULTURAL ACADEMY FOR THE ARTS AND SCIENCES, KURT HAHN EXPEDITIONARY LEAR",5800 TILDEN AVENUE BROOKLYN,11203.0,40.64864945,-73.92217147,2,5800 TILDEN AVENUE ,90,360009605964,NY-331800010000-331800011563,3600096,NY-331800010000,09,12,IT TAKES A VILLAGE ACADEMY,NEW YORK CITY GEOGRAPHIC DISTRICT #18,Kings County,5800 TILDEN AVENUE ,BROOKLYN,NY,11203,,(718)629-2307,11,City: Large,No,308.0,30.55000,10.0800000,233.00000,8.00000,–,Regular,Open
"IT TAKES A VILLAGE ACADEMY, CULTURAL ACADEMY FOR THE ARTS AND SCIENCES, KURT HAHN EXPEDITIONARY LEAR",5800 TILDEN AVENUE BROOKLYN,11203.0,40.64864945,-73.92217147,2,5800 TILDEN AVENUE ,90,360009605957,NY-331800010000-331800011569,3600096,NY-331800010000,09,12,KURT HAHN EXPEDITIONARY LEARNING SCHOOL,NEW YORK CITY GEOGRAPHIC DISTRICT #18,Kings County,5800 TILDEN AVENUE ,BROOKLYN,NY,11203,,(718)629-1204,11,City: Large,No,152.0,20.42000,7.4400000,124.00000,4.00000,–,Regular,Open
"J.H.S. 014 SHELL BANK, P771K AT K014, P.S. K811 CONNIE LEKAS SCHOOL",2424 BATCHELDER STREET BROOKLYN,11235.0,40.59351346,-73.93767213,2,2424 BATCHELDER STREET ,95,360015302003,NY-332200010000-332200010014,3600153,NY-332200010000,06,08,JHS 14 SHELL BANK,NEW YORK CITY GEOGRAPHIC DISTRICT #22,Kings County,2424 BATCHELDER STREET ,BROOKLYN,NY,11235,1402.0,(718)743-0220,11,City: Large,No,452.0,51.10000,8.8500000,414.00000,7.00000,–,Regular,Open
"J.H.S. 052 INWOOD, HIGH SCHOOL FOR EXCELLENCE AND INNOVATION, INWOOD EARLY COLLEGE FOR HEALTH AND IN",650 ACADEMY STREET MANHATTAN,10034.0,40.86604708,-73.92483377,1,650 ACADEMY STREET ,90,360008304451,NY-310600010000-310600010052,3600083,NY-310600010000,06,08,HAROLD O LEVY SCHOOL,NEW YORK CITY GEOGRAPHIC DISTRICT # 6,New York County,650 ACADEMY STREET ,NEW YORK,NY,10034,,(212)567-9162,11,City: Large,No,143.0,24.00000,5.9600000,139.00000,1.00000,–,Regular,Open
"J.H.S. 052 INWOOD, HIGH SCHOOL FOR EXCELLENCE AND INNOVATION, INWOOD EARLY COLLEGE FOR HEALTH AND IN",650 ACADEMY STREET MANHATTAN,10034.0,40.86604708,-73.92483377,1,650 ACADEMY STREET ,90,360008306099,NY-310600010000-310600011423,3600083,NY-310600010000,09,12,HIGH SCHOOL FOR EXCELLENCE AND INNOVATION,NEW YORK CITY GEOGRAPHIC DISTRICT # 6,New York County,650 ACADEMY STREET ,NEW YORK,NY,10034,,(212)569-1022,11,City: Large,No,137.0,22.00000,6.2300000,131.00000,4.00000,–,Regular,Open
"J.H.S. 052 INWOOD, HIGH SCHOOL FOR EXCELLENCE AND INNOVATION, INWOOD EARLY COLLEGE FOR HEALTH AND IN",650 ACADEMY STREET MANHATTAN,10034.0,40.86604708,-73.92483377,1,650 ACADEMY STREET ,90,360008306490,NY-310600010000-310600011211,3600083,NY-310600010000,09,12,INWOOD EARLY COLLEGE FOR HEALTH AND INFORMATION TECHNOLOGIES,NEW YORK CITY GEOGRAPHIC DISTRICT # 6,New York County,650 ACADEMY STREET ,NEW YORK,NY,10034,,(212)567-1394,11,City: Large,No,394.0,39.64000,9.9400000,346.00000,11.00000,–,Vocational,Open
"J.H.S. 123 JAMES M. KIERAN, THE SCHOOL FOR INQUIRY AND SOCIAL JUSTICE",1025 MORRISON AVENUE BRONX,10472.0,40.82539659,-73.87366518,0,1025 MORRISON AVENUE ,95,360008502456,NY-320800010000-320800010123,3600085,NY-320800010000,06,08,JHS 123 JAMES M KIERNAN,NEW YORK CITY GEOGRAPHIC DISTRICT # 8,Bronx County,1025 MORRISON AVENUE ,BRONX,NY,10472,5907.0,(718)328-2105,11,City: Large,No,530.0,56.33000,9.4100000,484.00000,2.00000,–,Regular,Open
"J.H.S. 123 JAMES M. KIERAN, THE SCHOOL FOR INQUIRY AND SOCIAL JUSTICE",1025 MORRISON AVENUE BRONX,10472.0,40.82539659,-73.87366518,0,1025 MORRISON AVENUE ,95,360008505657,NY-320800010000-320800010337,3600085,NY-320800010000,06,08,SCHOOL FOR INQUIRY AND SOCIAL JUSTICE (THE),NEW YORK CITY GEOGRAPHIC DISTRICT # 8,Bronx County,1025 MORRISON AVENUE ,BRONX,NY,10472,,(718)860-4181,11,City: Large,No,401.0,35.52000,11.2900000,341.00000,3.00000,–,Regular,Open
"J.H.S. 127 THE CASTLE HILL, LINDEN TREE ELEMENTARY SCHOOL",1560 PURDY STREET BRONX,10462.0,40.83792438,-73.85352233,1,1560 PURDY STREET ,95,360008802469,NY-321100010000-321100010127,3600088,NY-321100010000,06,08,JHS 127 CASTLE HILL (THE),NEW YORK CITY GEOGRAPHIC DISTRICT #11,Bronx County,1560 PURDY STREET ,BRONX,NY,10462,4215.0,(718)892-8600,11,City: Large,No,815.0,67.78000,12.0200000,643.00000,9.00000,–,Regular,Open
"J.H.S. 127 THE CASTLE HILL, LINDEN TREE ELEMENTARY SCHOOL",1560 PURDY STREET BRONX,10462.0,40.83792438,-73.85352233,1,1560 PURDY STREET ,95,360008806338,NY-321100010000-321100010567,3600088,NY-321100010000,PK,05,LINDEN TREE ELEMENTARY SCHOOL,NEW YORK CITY GEOGRAPHIC DISTRICT #11,Bronx County,1560 PURDY STREET ,BRONX,NY,10462,,(718)239-7401,11,City: Large,No,331.0,24.67000,13.4200000,292.00000,5.00000,–,Regular,Open
"J.H.S. 131 ALBERT EINSTEIN, SUCCESS ACADEMY CHARTER SCHOOL - BRONX 4, SOUNDVIEW ACADEMY FOR CULTURE",885 BOLTON AVENUE BRONX,10473.0,40.82351939,-73.85966045,3,885 BOLTON AVENUE ,95,360008501979,NY-320800010000-320800010131,3600085,NY-320800010000,06,08,JHS 131 ALBERT EINSTEIN,NEW YORK CITY GEOGRAPHIC DISTRICT # 8,Bronx County,885 BOLTON AVENUE ,BRONX,NY,10473,2798.0,(718)991-7490,11,City: Large,No,351.0,33.38000,10.5200000,308.00000,7.00000,–,Regular,Open
"J.H.S. 131 ALBERT EINSTEIN, SUCCESS ACADEMY CHARTER SCHOOL - BRONX 4, SOUNDVIEW ACADEMY FOR CULTURE",885 BOLTON AVENUE BRONX,10473.0,40.82351939,-73.85966045,3,885 BOLTON AVENUE ,95,360008506156,NY-320800010000-320800010448,3600085,NY-320800010000,06,08,SOUNDVIEW ACADEMY FOR CULTURE AND SCHOLARSHIP,NEW YORK CITY GEOGRAPHIC DISTRICT # 8,Bronx County,885 BOLTON AVENUE ,BRONX,NY,10473,,(718)991-4027,11,City: Large,No,298.0,32.26000,9.2400000,263.00000,4.00000,–,Regular,Open
"J.H.S. 144 MICHELANGELO, PELHAM GARDENS MIDDLE SCHOOL, BRONX CHARTER SCHOOL FOR BETTER LEARNING II",2545 GUNTHER AVENUE BRONX,10469.0,40.86372878,-73.83606808,1,2545 GUNTHER AVENUE ,95,360112706551,NY-321100861076-321100861076,3601127,NY-321100861076,KG,05,BRONX CHARTER SCHOOL FOR BETTER LEARNING II,BRONX CHARTER SCHOOL FOR BETTER LEARNING II,Bronx County,2545 GUNTHER AVENUE ,BRONX,NY,10469,,(718)655-6660,11,City: Large,Yes,430.0,25.44000,16.9000000,328.00000,30.00000,–,Regular,Open
"J.H.S. 144 MICHELANGELO, PELHAM GARDENS MIDDLE SCHOOL, BRONX CHARTER SCHOOL FOR BETTER LEARNING II",2545 GUNTHER AVENUE BRONX,10469.0,40.86372878,-73.83606808,1,2545 GUNTHER AVENUE ,95,360008802524,NY-321100010000-321100010144,3600088,NY-321100010000,06,08,JHS 144 MICHELANGELO,NEW YORK CITY GEOGRAPHIC DISTRICT #11,Bronx County,2545 GUNTHER AVENUE ,BRONX,NY,10469,6105.0,(718)794-9749,11,City: Large,No,421.0,37.67000,11.1800000,339.00000,3.00000,–,Regular,Open
"J.H.S. 144 MICHELANGELO, PELHAM GARDENS MIDDLE SCHOOL, BRONX CHARTER SCHOOL FOR BETTER LEARNING II",2545 GUNTHER AVENUE BRONX,10469.0,40.86372878,-73.83606808,1,2545 GUNTHER AVENUE ,95,360008806322,NY-321100010000-321100010566,3600088,NY-321100010000,06,08,PELHAM GARDENS MIDDLE SCHOOL,NEW YORK CITY GEOGRAPHIC DISTRICT #11,Bronx County,2545 GUNTHER AVENUE ,BRONX,NY,10469,,(718)794-9750,11,City: Large,No,291.0,28.00000,10.3900000,243.00000,7.00000,–,Regular,Open
J.H.S. 162 THE WILLOUGHBY,1390 WILLOUGHBY AVENUE BROOKLYN,11237.0,40.70722135,-73.91980526,2,1390 WILLOUGHBY AVENUE ,95,360009702582,NY-333200010000-333200010162,3600097,NY-333200010000,06,08,JHS 162 WILLOUGHBY (THE),NEW YORK CITY GEOGRAPHIC DISTRICT #32,Kings County,1390 WILLOUGHBY AVENUE ,BROOKLYN,NY,11237,,(718)821-4860,11,City: Large,No,284.0,40.29000,7.0500000,247.00000,2.00000,–,Regular,Open
"J.H.S. 218 JAMES P. SINNOTT, ACHIEVEMENT FIRST LINDEN CHARTER MIDDLE SCHOOL, THE SCHOOL FOR CLASSICS",370 FOUNTAIN AVENUE BROOKLYN,11208.0,40.67071604,-73.87420804,3,370 FOUNTAIN AVENUE ,95,360012002720,NY-331900010000-331900010218,3600120,NY-331900010000,06,08,JHS 218 JAMES P SINNOTT,NEW YORK CITY GEOGRAPHIC DISTRICT #19,Kings County,370 FOUNTAIN AVENUE ,BROOKLYN,NY,11208,4399.0,(718)647-9050,11,City: Large,No,305.0,33.69000,9.0500000,280.00000,5.00000,–,Regular,Open
"J.H.S. 218 JAMES P. SINNOTT, ACHIEVEMENT FIRST LINDEN CHARTER MIDDLE SCHOOL, THE SCHOOL FOR CLASSICS",370 FOUNTAIN AVENUE BROOKLYN,11208.0,40.67071604,-73.87420804,3,370 FOUNTAIN AVENUE ,95,360012006118,NY-331900010000-331900011683,3600120,NY-331900010000,09,12,SCHOOL FOR CLASSICS HIGH SCHOOL,NEW YORK CITY GEOGRAPHIC DISTRICT #19,Kings County,370 FOUNTAIN AVENUE ,BROOKLYN,NY,11208,,(718)277-1069,11,City: Large,No,269.0,23.82000,11.2900000,243.00000,5.00000,–,Regular,Open
"J.H.S. 291 ROLAND HAYES, MATH, ENGIN.& SCIENCE ACADEMY CHS, BUSHWICK COMMUNITY HIGH SCHOOL",231 PALMETTO STREET BROOKLYN,11221.0,40.69535509,-73.91514234,1,231 PALMETTO STREET ,95,360009705725,NY-333200010000-333200010564,3600097,NY-333200010000,09,12,BUSHWICK COMMUNITY HIGH SCHOOL,NEW YORK CITY GEOGRAPHIC DISTRICT #32,Kings County,231 PALMETTO STREET ,BROOKLYN,NY,11221,,(718)443-3083,11,City: Large,No,86.0,10.50000,8.1900000,70.00000,0.00000,–,Regular,Open
"J.H.S. 291 ROLAND HAYES, MATH, ENGIN.& SCIENCE ACADEMY CHS, BUSHWICK COMMUNITY HIGH SCHOOL",231 PALMETTO STREET BROOKLYN,11221.0,40.69535509,-73.91514234,1,231 PALMETTO STREET ,95,360009702799,NY-333200010000-333200010291,3600097,NY-333200010000,06,08,JHS 291 ROLAND HAYES,NEW YORK CITY GEOGRAPHIC DISTRICT #32,Kings County,231 PALMETTO STREET ,BROOKLYN,NY,11221,,(718)574-0361,11,City: Large,No,267.0,30.42000,8.7800000,239.00000,3.00000,–,Regular,Open
"J.H.S. 291 ROLAND HAYES, MATH, ENGIN.& SCIENCE ACADEMY CHS, BUSHWICK COMMUNITY HIGH SCHOOL",231 PALMETTO STREET BROOKLYN,11221.0,40.69535509,-73.91514234,1,231 PALMETTO STREET ,95,360109306429,NY-333200861059-333200861059,3601093,NY-333200861059,09,12,MATH ENGINEERING AND SCIENCE ACADEMY CHARTER HIGH SCHOOL,MATH ENGINEERING AND SCIENCE ACADEMY CHARTER HIGH SCHOOL,Kings County,231 PALMETTO STREET ,BROOKLYN,NY,11221,,(718)282-7426,11,City: Large,Yes,515.0,34.81000,14.7900000,440.00000,14.00000,–,Regular,Open
J.H.S. 293 BROOKLYN,284 BALTIC STREET BROOKLYN,11201.0,40.6854118,-73.99335115,1,284 BALTIC STREET ,90,360009204890,NY-331500010000-331500011497,3600092,NY-331500010000,06,12,BOERUM HILL SCHOOL FOR INTERNATIONAL STUDIES (THE),NEW YORK CITY GEOGRAPHIC DISTRICT #15,Kings County,284 BALTIC STREET ,BROOKLYN,NY,11201,,(718)330-9390,11,City: Large,No,782.0,72.39000,10.8000000,350.00000,27.00000,–,Regular,Open
J.H.S. 293 BROOKLYN,284 BALTIC STREET BROOKLYN,11201.0,40.6854118,-73.99335115,1,284 BALTIC STREET ,90,360009201377,NY-331500010000-331500011429,3600092,NY-331500010000,09,12,DIGITAL ARTS AND CINEMA TECHNOLOGY HIGH SCHOOL,NEW YORK CITY GEOGRAPHIC DISTRICT #15,Kings County,284 BALTIC STREET ,BROOKLYN,NY,11201,,(718)694-9741,11,City: Large,No,331.0,25.67000,12.8900000,235.00000,19.00000,–,Regular,Open
J.H.S. 383 PHILIPPA SCHUYLER,1300 GREENE AVENUE BROOKLYN,11237.0,40.69777383,-73.919777,3,1300 GREENE AVENUE ,90,360016605902,NY-333200860906-333200860906,3600166,NY-333200860906,KG,08,ACHIEVEMENT FIRST-BUSHWICK CHARTER SCHOOL,ACHIEVEMENT FIRST-BUSHWICK CHARTER SCHOOL,Kings County,1300 GREENE AVENUE ,BROOKLYN,NY,11237,4502.0,(347)471-2560,11,City: Large,Yes,938.0,94.00000,9.9800000,†,†,†,Regular,Open
J.H.S. 383 PHILIPPA SCHUYLER,1300 GREENE AVENUE BROOKLYN,11237.0,40.69777383,-73.919777,3,1300 GREENE AVENUE ,90,360009702000,NY-333200010000-333200010383,3600097,NY-333200010000,05,08,JHS 383 PHILIPPA SCHUYLER,NEW YORK CITY GEOGRAPHIC DISTRICT #32,Kings County,1300 GREENE AVENUE ,BROOKLYN,NY,11237,,(718)574-0390,11,City: Large,No,822.0,60.70000,13.5400000,675.00000,21.00000,–,Regular,Open
JAMES MADISON HIGH SCHOOL,3787 BEDFORD AVENUE BROOKLYN,11229.0,40.60990523,-73.94851191,0,3787 BEDFORD AVENUE ,95,360015302009,NY-332200010000-332200011425,3600153,NY-332200010000,09,12,JAMES MADISON HIGH SCHOOL,NEW YORK CITY GEOGRAPHIC DISTRICT #22,Kings County,3787 BEDFORD AVENUE ,BROOKLYN,NY,11229,2497.0,(718)758-7200,11,City: Large,No,3630.0,211.60000,17.1600000,2454.00000,180.00000,–,Regular,Open
"JOHN ERICSSON MIDDLE SCHOOL 126, NORTHSIDE CHARTER HIGH SCHOOL",424 LEONARD STREET BROOKLYN,11222.0,40.71981168,-73.94862509,3,424 LEONARD STREET ,90,360011902467,NY-331400010000-331400010126,3600119,NY-331400010000,06,08,JOHN ERICSSON MIDDLE SCHOOL 126,NEW YORK CITY GEOGRAPHIC DISTRICT #14,Kings County,424 LEONARD STREET ,BROOKLYN,NY,11222,3908.0,(718)782-2527,11,City: Large,No,177.0,20.80000,8.5100000,151.00000,1.00000,–,Regular,Open
JUAN MOREL CAMPOS SECONDARY SCHOOL/BEGINNING WITH CHILDREN CHARTER SCHOOL,215 HEYWARD STREET BROOKLYN,11206.0,40.70361673,-73.95314594,0,215 HEYWARD STREET ,90,360106406305,NY-331400861021-331400861021,3601064,NY-331400861021,KG,09,BEGINNING WITH CHILDREN CHARTER SCHOOL II,BEGINNING WITH CHILDREN CHARTER SCHOOL II,Kings County,215 HEYWARD STREET ,BROOKLYN,NY,11206,,(718)302-7700,11,City: Large,Yes,597.0,42.73000,13.9700000,523.00000,24.00000,–,Regular,Open
JUAN MOREL CAMPOS SECONDARY SCHOOL/BEGINNING WITH CHILDREN CHARTER SCHOOL,215 HEYWARD STREET BROOKLYN,11206.0,40.70361673,-73.95314594,0,215 HEYWARD STREET ,90,360011902291,NY-331400010000-331400011071,3600119,NY-331400010000,06,12,JUAN MOREL CAMPOS SECONDARY SCHOOL,NEW YORK CITY GEOGRAPHIC DISTRICT #14,Kings County,215 HEYWARD STREET ,BROOKLYN,NY,11206,4802.0,(718)302-7900,11,City: Large,No,454.0,61.67000,7.3600000,392.00000,2.00000,–,Regular,Open
KHALIL GIBRAN INTERNATIONAL ACADEMY,362 SCHERMERHORN STREET BROOKLYN,11217.0,40.68649162,-73.97964928,0,362 SCHERMERHORN STREET ,95,360009205930,NY-331500010000-331500011592,3600092,NY-331500010000,09,12,KHALIL GIBRAN INTERNATIONAL ACADEMY,NEW YORK CITY GEOGRAPHIC DISTRICT #15,Kings County,362 SCHERMERHORN STREET ,BROOKLYN,NY,11217,,(718)237-2502,11,City: Large,No,134.0,19.50000,6.8700000,112.00000,2.00000,–,Regular,Open
"KINGSBOROUGH EARLY COLLEGE SCHOOL, HIGH SCHOOL OF SPORTS MANAGEMENT, INTERNATIONAL HS AT LAFAYETTE,",2630 BENSON AVENUE BROOKLYN,11214.0,40.59428436,-73.98576993,1,2630 BENSON AVENUE ,90,360015205827,NY-332100010000-332100011348,3600152,NY-332100010000,09,12,HIGH SCHOOL OF SPORTS MANAGEMENT,NEW YORK CITY GEOGRAPHIC DISTRICT #21,Kings County,2630 BENSON AVENUE ,BROOKLYN,NY,11214,,(718)333-7650,11,City: Large,No,338.0,29.11000,11.6100000,255.00000,3.00000,–,Regular,Open
"KINGSBOROUGH EARLY COLLEGE SCHOOL, HIGH SCHOOL OF SPORTS MANAGEMENT, INTERNATIONAL HS AT LAFAYETTE,",2630 BENSON AVENUE BROOKLYN,11214.0,40.59428436,-73.98576993,1,2630 BENSON AVENUE ,90,360015205823,NY-332100010000-332100011337,3600152,NY-332100010000,09,12,INTERNATIONAL HIGH SCHOOL AT LAFAYETTE,NEW YORK CITY GEOGRAPHIC DISTRICT #21,Kings County,2630 BENSON AVENUE ,BROOKLYN,NY,11214,,(718)333-7860,11,City: Large,No,353.0,26.59000,13.2800000,300.00000,1.00000,–,Regular,Open
"KINGSBOROUGH EARLY COLLEGE SCHOOL, HIGH SCHOOL OF SPORTS MANAGEMENT, INTERNATIONAL HS AT LAFAYETTE,",2630 BENSON AVENUE BROOKLYN,11214.0,40.59428436,-73.98576993,1,2630 BENSON AVENUE ,90,360015205926,NY-332100010000-332100011468,3600152,NY-332100010000,06,12,KINGSBOROUGH EARLY COLLEGE SCHOOL,NEW YORK CITY GEOGRAPHIC DISTRICT #21,Kings County,2630 BENSON AVENUE ,BROOKLYN,NY,11214,,(718)333-7850,11,City: Large,No,743.0,46.19000,16.0900000,568.00000,13.00000,–,Regular,Open
"KINGSBOROUGH EARLY COLLEGE SCHOOL, HIGH SCHOOL OF SPORTS MANAGEMENT, INTERNATIONAL HS AT LAFAYETTE,",2630 BENSON AVENUE BROOKLYN,11214.0,40.59428436,-73.98576993,1,2630 BENSON AVENUE ,90,360015205941,NY-332100010000-332100011572,3600152,NY-332100010000,09,12,LEADERS HIGH SCHOOL,NEW YORK CITY GEOGRAPHIC DISTRICT #21,Kings County,2630 BENSON AVENUE ,BROOKLYN,NY,11214,,(718)333-7700,11,City: Large,No,372.0,31.56000,11.7900000,281.00000,7.00000,–,Regular,Open
"KINGSBOROUGH EARLY COLLEGE SCHOOL, HIGH SCHOOL OF SPORTS MANAGEMENT, INTERNATIONAL HS AT LAFAYETTE,",2630 BENSON AVENUE BROOKLYN,11214.0,40.59428436,-73.98576993,1,2630 BENSON AVENUE ,90,360015205940,NY-332100010000-332100011559,3600152,NY-332100010000,09,12,LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC,NEW YORK CITY GEOGRAPHIC DISTRICT #21,Kings County,2630 BENSON AVENUE ,BROOKLYN,NY,11214,,(718)333-7750,11,City: Large,No,251.0,23.79000,10.5500000,209.00000,5.00000,–,Regular,Open
"KIPP AMP ELEMENTARY CHARTER SCHOOL, KIPP AMP CHARTER SCHOOL, THE SCHOOL OF INTEGRATED LEARNING",1224 PARK PLACE BROOKLYN,11213.0,40.67270553,-73.93692371,1,1224 PARK PL,90,360009505820,NY-331700010000-331700010354,3600095,NY-331700010000,06,08,SCHOOL OF INTEGRATED LEARNING (THE),NEW YORK CITY GEOGRAPHIC DISTRICT #17,Kings County,1224 PARK PL,BROOKLYN,NY,11213,,(718)774-0362,11,City: Large,No,199.0,20.21000,9.8500000,174.00000,6.00000,–,Regular,Open
LEADERSHIP AND PUBLIC SERVICE HIGH SCHOOL,90 TRINITY PLACE MANHATTAN,10006.0,40.70872267,-74.0123321,0,90 TRINITY PL,90,360007700692,NY-310200010000-310200011425,3600077,NY-310200010000,09,12,LEADERSHIP & PUBLIC SERVICE HIGH SCHOOL,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,New York County,90 TRINITY PL,NEW YORK,NY,10006,1524.0,(212)346-0007,11,City: Large,No,282.0,19.28000,14.6300000,223.00000,8.00000,–,Regular,Open
"M.S. 113 RONALD EDMONDS LEARNING CENTER, COMPASS CHARTER SCHOOL, P.S. 372 -THE CHILDREN'S SCHOOL",300 ADELPHI STREET BROOKLYN,11205.0,40.68880361,-73.97100896,2,300 ADELPHI STREET ,90,360009104523,NY-331300010000-331300010113,3600091,NY-331300010000,06,08,MS 113 RONALD EDMONDS LEARNING CENTER,NEW YORK CITY GEOGRAPHIC DISTRICT #13,Kings County,300 ADELPHI STREET ,BROOKLYN,NY,11205,,(718)834-6734,11,City: Large,No,226.0,28.40000,7.9600000,195.00000,5.00000,–,Regular,Open
M.S. 180 DR. DANIEL HALE WILLIAMS,700 BAYCHESTER AVENUE BRONX,10475.0,40.87301366,-73.83377432,0,700 BAYCHESTER AVENUE ,95,360008802628,NY-321100010000-321100010180,3600088,NY-321100010000,06,08,MS 180 DR DANIEL HALE WILLIAMS,NEW YORK CITY GEOGRAPHIC DISTRICT #11,Bronx County,700 BAYCHESTER AVENUE ,BRONX,NY,10475,1756.0,(718)904-5650,11,City: Large,No,774.0,73.38000,10.5500000,575.00000,59.00000,–,Regular,Open
"M.S. 246 WALT WHITMAN, SUCCESS ACADEMY CHARTER SCHOOL DITMAS PARK MIDDLE SCHOOL",72 VERONICA PLACE BROOKLYN,11226.0,40.6486003,-73.95282075,2,72 VERONICA PL,90,360009502760,NY-331700010000-331700010246,3600095,NY-331700010000,06,08,MS 246 WALT WHITMAN,NEW YORK CITY GEOGRAPHIC DISTRICT #17,Kings County,72 VERONICA PL,BROOKLYN,NY,11226,,(718)282-5230,11,City: Large,No,308.0,31.06000,9.9200000,263.00000,1.00000,–,Regular,Open
"M.S. 267 MATH, SCIENCE & TECHNOLOGY, LA CIMA CHARTER SCHOOL, BEDFORD STUYVESANT COLLEGIATE CHARTER S",800 GATES AVENUE BROOKLYN,11221.0,40.68831242,-73.9322754,1,800 GATES AVENUE ,90,360096106071,NY-331600860924-331600860924,3600961,NY-331600860924,KG,05,LA CIMA CHARTER SCHOOL,LA CIMA CHARTER SCHOOL,Kings County,800 GATES AVENUE ,BROOKLYN,NY,11221,2203.0,(718)443-2136,11,City: Large,Yes,199.0,17.00000,11.7100000,191.00000,5.00000,–,Regular,Open
"M.S. 267 MATH, SCIENCE & TECHNOLOGY, LA CIMA CHARTER SCHOOL, BEDFORD STUYVESANT COLLEGIATE CHARTER S",800 GATES AVENUE BROOKLYN,11221.0,40.68831242,-73.9322754,1,800 GATES AVENUE ,90,360009404053,NY-331600010000-331600010267,3600094,NY-331600010000,06,08,MS 267 MATH SCIENCE & TECHNOLOGY,NEW YORK CITY GEOGRAPHIC DISTRICT #16,Kings County,800 GATES AVENUE ,BROOKLYN,NY,11221,,(718)574-2318,11,City: Large,No,149.0,16.00000,9.3100000,123.00000,8.00000,–,Regular,Open
"M.S. 301 PAUL L. DUNBAR, GIRLS PREPARATORY CHARTER SCHOOL BRONX MIDDLE SCHOOL, P.S. X188",890 CAULDWELL AVENUE BRONX,10456.0,40.82246699,-73.90719334,0,890 CAULDWELL AVENUE ,95,360008505121,NY-320800010000-320800010301,3600085,NY-320800010000,06,08,MS 301 PAUL L DUNBAR,NEW YORK CITY GEOGRAPHIC DISTRICT # 8,Bronx County,890 CAULDWELL AVENUE ,BRONX,NY,10456,7398.0,(718)585-2950,11,City: Large,No,182.0,19.83000,9.1800000,175.00000,1.00000,–,Regular,Open
"M.S. 302 LUISA DESSUS CRUZ, GIRLS PREPARATORY CHARTER SCHOOL OF THE BRONX",681 KELLY STREET BRONX,10455.0,40.81542252,-73.90213814,3,681 KELLY STREET ,95,360008505122,NY-320800010000-320800010302,3600085,NY-320800010000,06,08,MS 302 LUISA DESSUS CRUZ,NEW YORK CITY GEOGRAPHIC DISTRICT # 8,Bronx County,681 KELLY STREET ,BRONX,NY,10455,,(718)901-3520,11,City: Large,No,360.0,38.00000,9.4700000,334.00000,9.00000,–,Regular,Open
"M.S. 390, P010X @ PS 396, P.S. 396",1930 ANDREWS AVENUE BRONX,10453.0,40.85469491,-73.91319589,0,1930 ANDREWS AVENUE ,95,360008703811,NY-321000010000-321000010390,3600087,NY-321000010000,06,08,MS 390,NEW YORK CITY GEOGRAPHIC DISTRICT #10,Bronx County,1930 ANDREWS AVENUE ,BRONX,NY,10453,,(718)583-5501,11,City: Large,No,394.0,38.73000,10.1700000,374.00000,6.00000,–,Regular,Open
"M.S. 390, P010X @ PS 396, P.S. 396",1930 ANDREWS AVENUE BRONX,10453.0,40.85469491,-73.91319589,0,1930 ANDREWS AVENUE ,95,360008703820,NY-321000010000-321000010396,3600087,NY-321000010000,PK,05,PS 396,NEW YORK CITY GEOGRAPHIC DISTRICT #10,Bronx County,1930 ANDREWS AVENUE ,BRONX,NY,10453,,(718)294-0862,11,City: Large,No,213.0,40.00000,5.3300000,189.00000,6.00000,–,Regular,Open
"M.S. K266 - PARK PLACE COMMUNITY MIDDLE SCHOOL, P.S. K077",62 PARK PLACE BROOKLYN,11217.0,40.67897583,-73.97649693,2,62 PARK PL,90,360009104483,NY-331300010000-331300010266,3600091,NY-331300010000,06,08,MS 266 PARK PLACE COMMUNITY MIDDLE SCHOOL,NEW YORK CITY GEOGRAPHIC DISTRICT #13,Kings County,62 PARK PL,BROOKLYN,NY,11217,,(718)230-1216,11,City: Large,No,69.0,14.89000,4.6300000,61.00000,2.00000,–,Regular,Open
"M.S. K266 - PARK PLACE COMMUNITY MIDDLE SCHOOL, P.S. K077",62 PARK PLACE BROOKLYN,11217.0,40.67897583,-73.97649693,2,62 PARK PL,90,360013502311,NY-307500010000-307500013077,3600135,NY-307500010000,KG,12,PS 77,NYC SPECIAL SCHOOLS - DISTRICT 75,Kings County,62 PARK PL,BROOKLYN,NY,11217,,(718)789-1191,11,City: Large,No,304.0,63.40000,4.7900000,263.00000,1.00000,–,Special Education,Open
